Step,Wall time,Value
0,1716280325.4955072,0.0944618135690689
1,1716280553.7484865,0.08533332124352455
2,1716280782.0014656,0.0762048289179802
3,1716281010.220152,0.07989120110869405
4,1716281238.4388385,0.0835775732994079
5,1716281466.2984564,0.07937932014465325
6,1716281694.1580744,0.0751810669898986
7,1716281921.9894495,0.078006874769926
8,1716282149.8208249,0.0808326825499534
9,1716282377.5814793,0.07971894592046733
10,1716282605.3421338,0.07860520929098125
11,1716282833.1027882,0.07749147266149516
12,1716283060.8634427,0.07637773603200908
13,1716283288.624097,0.075263999402523
14,1716283515.6771266,0.07482209801673885
15,1716283742.7301564,0.0743801966309547
16,1716283969.783186,0.07393829524517055
17,1716284196.8362155,0.0734963938593864
18,1716284423.892451,0.0667455121874809
19,1716284650.955339,0.0724484249949455
20,1716284877.8958988,0.0652081444859504
21,1716285104.8230681,0.06677531450986855
22,1716285331.7502377,0.0683424845337867
23,1716285558.6473472,0.0596771612763404
24,1716285785.5228035,0.06241053591171893
25,1716286012.3982596,0.06514391054709746
26,1716286239.273716,0.067877285182476
27,1716286466.4338078,0.06565058603882787
28,1716286693.5938997,0.06342388689517973
29,1716286920.7539916,0.0611971877515316
30,1716287146.4791977,0.06179258227348327
31,1716287372.2044036,0.06238797679543493
32,1716287597.9296098,0.0629833713173866
33,1716287823.2636635,0.06075637042522427
34,1716288048.597717,0.05852936953306193
35,1716288273.9317708,0.0563023686408996
36,1716288499.057669,0.0574959889054298
37,1716288724.168413,0.0619264729321002
38,1716288949.4186587,0.0591940060257911
39,1716289174.603118,0.0549929849803447
40,1716289400.0552592,0.0561221241950988
41,1716289625.5074008,0.0572512634098529
42,1716289850.6356473,0.0590429417788982
43,1716290075.64968,0.0545619502663612
44,1716290300.7786655,0.054389322176575605
45,1716290525.9076514,0.05421669408679
46,1716290751.000153,0.055344071239233
47,1716290976.069128,0.055385023355484
48,1716291201.3666825,0.05400777794420715
49,1716291426.6642368,0.0526305325329303
50,1716291651.7090526,0.05557759851217265
51,1716291876.753868,0.058524664491415
52,1716292101.739195,0.0565080530941486
53,1716292326.8327582,0.05672160442918535
54,1716292551.926321,0.0569351557642221
55,1716292777.019884,0.05714870709925885
56,1716293002.1134472,0.0573622584342956
57,1716293227.233894,0.058425229974091
58,1716293452.354341,0.059488201513886396
59,1716293677.4747882,0.0605511730536818
60,1716293902.595235,0.0616141445934772
61,1716294127.6076646,0.058772535373767164
62,1716294352.6200943,0.055930926154057134
63,1716294577.6325238,0.0530893169343471
64,1716294802.6276648,0.0520942471921443
65,1716295027.5590768,0.05330954305827609
66,1716295252.490489,0.0545248389244079
67,1716295477.5169773,0.0532486140727996
68,1716295702.4343853,0.05361368320882315
69,1716295927.3517933,0.0539787523448467
70,1716296152.1889758,0.05575487017631525
71,1716296377.026158,0.0575309880077838
72,1716296601.9408336,0.057243263969818665
73,1716296826.855509,0.05695553993185353
74,1716297051.7701845,0.0566678158938884
75,1716297276.761102,0.057166638651064396
76,1716297501.7520194,0.0576654614082404
77,1716297726.7429368,0.0581642841654164
78,1716297951.7338545,0.0586631069225924
79,1716298176.724772,0.059161929679768396
80,1716298401.7156894,0.0596607524369444
81,1716298626.7066069,0.0601595751941204
82,1716298851.5554476,0.0598916485905647
83,1716299076.4042883,0.059623721987009
84,1716299301.253129,0.0593557953834533
85,1716299526.1255631,0.0600870735943317
86,1716299750.9725678,0.0584657676517963
87,1716299792.6392345,0.0584657676517963
88,1716299834.305901,0.0584657676517963
89,1716299875.9725678,0.0584657676517963
90,1716299917.6392345,0.0584657676517963
91,1716299959.305901,0.0584657676517963
92,1716300000.9725678,0.0584657676517963
93,1716300034.260132,0.05794993291298545
94,1716300067.5476964,0.0574340981741746
95,1716300100.8352609,0.05691826343536375
96,1716300134.1228251,0.056402428696552896
97,1716300167.4103894,0.05588659395774205
98,1716300200.6979537,0.0553707592189312
99,1716300425.5564735,0.0569905042648315
100,1716300650.2080312,0.0656488463282585
101,1716300875.1468906,0.06359079666435716
102,1716301100.08575,0.0615327470004558
103,1716301325.1781614,0.0616120658814907
104,1716301550.226996,0.0586259551346302
105,1716301775.318704,0.0612385235726833
106,1716302000.3692603,0.05974284186959265
107,1716302225.4198165,0.058247160166502
108,1716302450.5163004,0.0587764762341976
109,1716302675.6127844,0.0593057923018932
110,1716302900.709268,0.059835108369588795
111,1716303125.805752,0.060364424437284396
112,1716303350.902236,0.06089374050498
113,1716303576.1979544,0.0593601837754249
114,1716303801.4252656,0.05934094327191507
115,1716304026.6525767,0.05932170276840523
116,1716304251.8798878,0.0593024622648954
117,1716304477.107199,0.05928322176138557
118,1716304702.33451,0.059263981257875735
119,1716304927.5618212,0.0592447407543659
120,1716305152.7492867,0.0597526058554649
121,1716305377.936752,0.0602604709565639
122,1716305603.389742,0.0606793276965618
123,1716305828.7930057,0.061072576791048
124,1716306054.2311623,0.0604434497654438
125,1716306279.6922593,0.0586434118449687
126,1716306505.2791276,0.0575782656669616
127,1716306730.7765417,0.0605392530560493
128,1716306956.2367969,0.0608667097985744
129,1716307181.6629517,0.0595514550805091
130,1716307407.0445354,0.0605183243751525
131,1716307632.4424648,0.0598963685333728
132,1716307857.8624542,0.058452870696783
133,1716308083.388119,0.0589807766179243
134,1716308308.9137836,0.059508682539065605
135,1716308534.4394484,0.0600365884602069
136,1716308759.914178,0.0588454119861125
137,1716308985.3594697,0.0578464865684509
138,1716309210.9180489,0.05866750515997405
139,1716309436.4766278,0.0594885237514972
140,1716309661.7652452,0.059461236000061
141,1716309886.6856284,0.0589732900261879
142,1716310111.625778,0.05959519930183885
143,1716310336.5659275,0.0602171085774898
144,1716310561.4853897,0.05886693671345705
145,1716310786.404852,0.0575167648494243
146,1716311011.3111126,0.057795777916908195
147,1716311236.2173734,0.0580747909843921
148,1716311461.09246,0.0584534294903278
149,1716311686.0287154,0.058533146977424566
150,1716311910.9649708,0.05861286446452133
151,1716312135.9012263,0.0586925819516181
152,1716312360.8900795,0.0588975921273231
153,1716312585.9353335,0.0579033009707927
154,1716312810.842361,0.0581185277551412
155,1716313035.7493887,0.0583337545394897
156,1716313260.6713457,0.05734109506011
157,1716313485.6842046,0.0599741339683532
158,1716313710.6304715,0.0589388739317655
159,1716313935.5767384,0.0579036138951778
160,1716314160.6351218,0.05754331871867175
161,1716314385.693505,0.0571830235421657
162,1716314610.6952157,0.0572434477508068
163,1716314835.6401982,0.057359758764505366
164,1716315060.5851805,0.057476069778203936
165,1716315285.530163,0.0575923807919025
166,1716315510.4722178,0.059310283511877
167,1716315735.4360025,0.0580614805221557
168,1716315960.4219058,0.0574841387569904
169,1716316185.4548178,0.0578141920268535
170,1716316410.429723,0.0567427054047584
171,1716316635.3906617,0.0574308633804321
172,1716316860.2476008,0.0591553449630737
173,1716317085.1286736,0.057433187961578355
174,1716317310.0097463,0.055711030960083
175,1716317534.8621762,0.059431005269289
176,1716317759.7961862,0.0546538904309272
177,1716317759.7961862,0.0546538904309272
178,1716317759.7961862,0.0546538904309272
